,Name,Property_Type,Bedrooms,Baths,Balcony,City,Location,Total_Area,Price_per_SQFT,Price,Property Title,Area_type,Segment_type
4085,Property in  Sudarshan Park,Independent House,4 BHK,4,Yes,New Delhi,"Block D, Sudarshan Park,New Delhi",2400,4580,11000000,"4 BHK Independent House for sale in Sudarshan Park, New Delhi",Mid-Large sized Property,Mid Segment
4086,Property in  Shalimar Bagh,Independent House,5 BHK,1,No,New Delhi,"West Shalimar Bagh, Shalimar Bagh,New Delhi",300,53330,16000000,"5 BHK Independent House for sale in Shalimar Bagh, New Delhi",Small Property,Mid Segment
4087,Property in Swasthya Vihar,Independent House,4 BHK,3,Yes,New Delhi,"Swasthya Vihar, New Delhi",3330,42040,140000000,"4 BHK Independent House for sale in Swasthya Vihar, New Delhi",Mid-Large sized Property,Luxury Segment
4088,Property in  Siri Fort,Independent House,2 BHK,2,No,New Delhi,"Shahpur Jat Village, Siri Fort,New Delhi",450,24440,11000000,"2 BHK Independent House for sale in Siri Fort, New Delhi",Small Property,Mid Segment
4089,Property in  Paharganj,Independent House,4 BHK,3,Yes,New Delhi,"Aram Bagh, Paharganj,New Delhi",900,22220,20000000,"4 BHK Independent House for sale in Paharganj, New Delhi",Mid sized Property,Mid Segment
4090,Property in Kalkaji Extension,Independent House,9 BHK,3,Yes,New Delhi,"Kalkaji Extension, New Delhi",1500,40000,60000000,"9 BHK Independent House for sale in Kalkaji Extension, New Delhi",Mid sized Property,Luxury Segment
4091,Property in Mandawali,Flat,1 RK,1,No,New Delhi,"Mandawali, New Delhi",200,75000,15000000,"1 BHK Flat for sale in Mandawali, New Delhi",Small Property,Mid Segment
4092,Property in  Jangpura,Independent House,2 BHK,3,No,New Delhi,"Bhogal, Jangpura,New Delhi",1200,10830,13000000,"2 BHK Independent House for sale in Jangpura, New Delhi",Mid sized Property,Mid Segment
4093,Property in  Punjabi Bagh,Flat,3 BHK,3,No,New Delhi,"Geeta Bhawan,West Punjabi Bagh, Punjabi Bagh,New Delhi",1200,12500,15000000,"3 BHK Flat for sale in Punjabi Bagh, New Delhi",Mid sized Property,Mid Segment
4094,Property in  Pul Prahlad Pur,Independent House,8 BHK,2,Yes,New Delhi,"Vishwakarma Colony, Pul Prahlad Pur,New Delhi",624,19230,12000000,"8 BHK Independent House for sale in Pul Prahlad Pur, New Delhi",Small Property,Mid Segment
4095,Property in  Razapur Khurd,Independent House,4 BHK,3,Yes,New Delhi,"Mohan Garden, Razapur Khurd,New Delhi",900,11110,10000000,"4 BHK Independent House for sale in Razapur Khurd, New Delhi",Mid sized Property,Mid Segment
4096,Property in  Najafgarh,Independent House,3 BHK,3,No,New Delhi," Najafgarh ,Roshan Vihar 1, Najafgarh,New Delhi",895,11170,10000000,"3 BHK Independent House for sale in Najafgarh, New Delhi",Mid sized Property,Mid Segment
4097,Property in  Tri Nagar,Independent House,7 BHK,5,Yes,New Delhi,"Keshav Puram, Tri Nagar,New Delhi",5940,4540,27000000,"7 BHK Independent House for sale in Tri Nagar, New Delhi",Large Property,Mid Segment
4098,Property in  Preet Vihar,Flat,2 BHK,3,No,New Delhi,"Nirman Vihar,NIrman Vihar, Preet Vihar,New Delhi",800,16250,13000000,"2 BHK Flat for sale in Preet Vihar, New Delhi",Small Property,Mid Segment
4099,Property in  Narela,Independent House,6 BHK,1,No,New Delhi,"Narela Mandi, Narela,New Delhi",200,1500,30000000,"6 BHK Independent House for sale in Narela, New Delhi",Small Property,Mid Segment
4100,Property in  Subhash Nagar,Independent House,2 BHK,3,No,New Delhi,"Block 5, Subhash Nagar,New Delhi",900,12000,10800000,"2 BHK Independent House for sale in Subhash Nagar, New Delhi",Mid sized Property,Mid Segment
4101,Property in Sector 1 Rohini,Independent House,3 BHK,1,Yes,New Delhi,"Rohini,Sector 1 Rohini, New Delhi",344,37790,13000000,"3 BHK Independent House for sale in Sector 1 Rohini, New Delhi",Small Property,Mid Segment
4102,Property in Wazirabad,Independent House,5 BHK,4,Yes,New Delhi,"jagatpur,Wazirabad, New Delhi",2520,16670,42000000,"5+ BHK Independent House for sale in Wazirabad, New Delhi",Mid-Large sized Property,Luxury Segment
4103,Property in Sector 25 Rohini,Independent House,2 BHK,3,Yes,New Delhi,"Sector 25 Rohini, New Delhi",900,11110,10000000,"2 BHK Independent House for sale in Sector 25 Rohini, New Delhi",Mid sized Property,Mid Segment
4104,Property in  Kondli,Independent House,3 BHK,1,No,New Delhi,"Block F, Kondli,New Delhi",150,1070,16000000,"3 BHK Independent House for sale in Kondli, New Delhi",Small Property,Mid Segment
4105,Property in  Karol Bagh,Independent House,6 BHK,3,No,New Delhi,"Beadonpura, Karol Bagh,New Delhi",1044,62260,65000000,"6 BHK Independent House for sale in Karol Bagh, New Delhi",Mid sized Property,Luxury Segment
4106,Property in  Sangam Vihar,Independent House,7 BHK,3,Yes,New Delhi,"Tigri Extension, Sangam Vihar,New Delhi",1350,9630,13000000,"7 BHK Independent House for sale in Sangam Vihar, New Delhi",Mid sized Property,Mid Segment
4107,Property in  New Mustafabad,Independent House,3 BHK,2,Yes,New Delhi,"Old Mustafabad, New Mustafabad,New Delhi",540,18520,10000000,"3 BHK Independent House for sale in New Mustafabad, New Delhi",Small Property,Mid Segment
4108,Property in Sant Nagar,Independent House,5 BHK,3,No,New Delhi,"Sant Nagar, New Delhi",1143,11370,13000000,"5 BHK Independent House for sale in Sant Nagar, New Delhi",Mid sized Property,Mid Segment
4109,Property in  East Of Kailash,Independent House,7 BHK,5,Yes,New Delhi,"Kailash Hills, East Of Kailash,New Delhi",5000,20000,100000000,"7 BHK Independent House for sale in East Of Kailash, New Delhi",Large Property,Luxury Segment
4110,Property in  Badarpur,Independent House,10 BHK,4,Yes,New Delhi,"Molarband Extension, Badarpur,New Delhi",2700,3700,10000000,"10 BHK Independent House for sale in Badarpur, New Delhi",Mid-Large sized Property,Mid Segment
4111,Property in  Shahdara,Independent House,5 BHK,4,Yes,New Delhi,"Gorakh Park East, Shahdara,New Delhi",2250,4800,10800000,"5 BHK Independent House for sale in Shahdara, New Delhi",Mid-Large sized Property,Mid Segment
4112,Property in Ghitorni,Independent House,2 BHK,3,No,New Delhi,"Rwabk,Ghitorni, New Delhi",920,35330,32500000,"2 BHK Independent House for sale in Ghitorni, New Delhi",Mid sized Property,Luxury Segment
4113,Property in  Vijay Nagar,Flat,3 BHK,3,Yes,New Delhi,"Shakti nagar ,Block D, Vijay Nagar,New Delhi",1000,10000,10000000,"3 BHK Flat for sale in Vijay Nagar, New Delhi",Mid sized Property,Mid Segment
4114,Property in  Paharganj,Independent House,6 BHK,3,No,New Delhi,"Aram Bagh, Paharganj,New Delhi",810,18520,15000000,"6 BHK Independent House for sale in Paharganj, New Delhi",Mid sized Property,Mid Segment
4115,Property in  Iradat Nagar,Independent House,3 BHK,5,Yes,New Delhi,"Naya bans,Naya Bans, Iradat Nagar,New Delhi",5400,3150,17000000,"3 BHK Independent House for sale in Iradat Nagar, New Delhi",Large Property,Mid Segment
4116,Property in  Mukherjee Nagar,Independent House,10 BHK,4,Yes,New Delhi,"Bhai Parmanand Colony, Mukherjee Nagar,New Delhi",4000,15000,60000000,"10 BHK Independent House for sale in Mukherjee Nagar, New Delhi",Large Property,Luxury Segment
4117,Property in  Shalimar Bagh,Independent House,5 BHK,3,Yes,New Delhi,"CC Block ,West Shalimar Bagh, Shalimar Bagh,New Delhi",900,13330,12000000,"5 BHK Independent House for sale in Shalimar Bagh, New Delhi",Mid sized Property,Mid Segment
4118,Property in  Said-Ul-Ajaib,Independent House,3 BHK,3,Yes,New Delhi,"Saiyad Ul Ajaib Extension, Said-Ul-Ajaib,New Delhi",1900,23680,45000000,"3 BHK Independent House for sale in Said-Ul-Ajaib, New Delhi",Mid sized Property,Luxury Segment
4119,Property in Begumpur,Independent House,2 BHK,2,Yes,New Delhi,"Begumpur, New Delhi",650,21540,14000000,"2 BHK Independent House for sale in Begumpur, New Delhi",Small Property,Mid Segment
4120,Property in Sector 7 Rohini,Flat,2 BHK,3,Yes,New Delhi,"Pocket A3,Sector 7 Rohini, New Delhi",1000,10000,10000000,"2 BHK Flat for sale in Sector 7 Rohini, New Delhi",Mid sized Property,Mid Segment
4121,Property in  Adarsh Nagar,Independent House,7 BHK,4,Yes,New Delhi,"Block C, Adarsh Nagar,New Delhi",2925,47860,140000000,"7 BHK Independent House for sale in Adarsh Nagar, New Delhi",Mid-Large sized Property,Luxury Segment
4122,Property in  Lajpat Nagar,Flat,3 BHK,3,Yes,New Delhi,"Lajpatnagar ,Lajpat Nagar III, Lajpat Nagar,New Delhi",1500,13670,20500000,"3 BHK Flat for sale in Lajpat Nagar, New Delhi",Mid sized Property,Mid Segment
4123,Property in  Sector 16 Rohini,Flat,2 BHK,3,Yes,New Delhi,"Ayodhya Enclave,Sector 16E, Sector 16 Rohini,New Delhi",950,14740,14000000,"2 BHK Flat for sale in Sector 16 Rohini, New Delhi",Mid sized Property,Mid Segment
4124,Property in  Chhattarpur,Villa,8 BHK,4,Yes,New Delhi,"Rajpur Khurd Village, Chhattarpur,New Delhi",10000,9000,90000000,"8 BHK Villa for sale in Chhattarpur, New Delhi",Large Property,Luxury Segment
4125,Property in Gautam Nagar,Independent House,10 BHK,5,Yes,New Delhi,"Gautam Nagar, New Delhi",5000,13000,65000000,"10 BHK Independent House for sale in Gautam Nagar, New Delhi",Large Property,Luxury Segment
4126,Property in  Greater Kailash,Flat,3 BHK,4,Yes,New Delhi,"Kailash Colony, Greater Kailash,New Delhi",2340,12820,30000000,"3 BHK Flat for sale in Greater Kailash, New Delhi",Mid-Large sized Property,Mid Segment
4127,Property in  Vikaspuri,Flat,3 BHK,3,No,New Delhi,"KG1 Apartment,Block M, Vikaspuri,New Delhi",1400,11070,15500000,"3 BHK Flat for sale in Vikaspuri, New Delhi",Mid sized Property,Mid Segment
4128,Property in  Kirti Nagar,Flat,3 BHK,3,Yes,New Delhi,"DLF Capital Greens ,DLE Industrial Area, Kirti Nagar,New Delhi",1650,16970,28000000,"3 BHK Flat for sale in Kirti Nagar, New Delhi",Mid sized Property,Mid Segment
4129,Property in Vasant Kunj,Flat,2 BHK,3,Yes,New Delhi,"B-1115,Vasant Kunj, New Delhi",1240,17340,21500000,"2 BHK Flat for sale in Vasant Kunj, New Delhi",Mid sized Property,Mid Segment
4130,Property in  East Of Kailash,Flat,3 BHK,3,No,New Delhi,"kailash hills ,Garhi, East Of Kailash,New Delhi",1200,14330,17200000,"3 BHK Flat for sale in East Of Kailash, New Delhi",Mid sized Property,Mid Segment
4131,Property in  Vikaspuri,Independent House,3 BHK,3,No,New Delhi,"AK Market, Vikaspuri,New Delhi",1250,10800,13500000,"3 BHK Independent House for sale in Vikaspuri, New Delhi",Mid sized Property,Mid Segment
4132,Property in Sector 12 Dwarka,Flat,5 BHK,5,Yes,New Delhi,"Classic Apartments,Sector 12 Dwarka, New Delhi",4500,13440,60500000,"5 BHK Flat for sale in Sector 12 Dwarka, New Delhi",Large Property,Luxury Segment
4133,Property in  Patparganj,Flat,2 BHK,3,No,New Delhi,"Saraswati kunj ,Block F, Patparganj,New Delhi",900,11670,10500000,"2 BHK Flat for sale in Patparganj, New Delhi",Mid sized Property,Mid Segment
4134,Property in  Hari Nagar,Flat,3 BHK,3,Yes,New Delhi,"Pratap Nagar ,Maya Enclave, Hari Nagar,New Delhi",1361,9920,13500000,"3 BHK Flat for sale in Hari Nagar, New Delhi",Mid sized Property,Mid Segment
4135,Property in  Lajpat Nagar,Independent House,2 BHK,3,Yes,New Delhi,"Amar Colony, Lajpat Nagar,New Delhi",900,17780,16000000,"2 BHK Independent House for sale in Lajpat Nagar, New Delhi",Mid sized Property,Mid Segment
4136,Property in  Malviya Nagar,Independent House,8 BHK,6,Yes,New Delhi,"Navjeevan Vihar, Malviya Nagar,New Delhi",11421,17510,200000000,"8 BHK Independent House for sale in Malviya Nagar, New Delhi",Large Property,UltraLuxury Segment
4137,Property in  Paschim Vihar,Flat,3 BHK,3,No,New Delhi,"Vidya Apartments,RBI colony, Paschim Vihar,New Delhi",871,12630,11000000,"3 BHK Flat for sale in Paschim Vihar, New Delhi",Mid sized Property,Mid Segment
4138,Property in  Shahdara,Independent House,5 BHK,3,No,New Delhi,"Gandhi nagar delhi ,Silampur, Shahdara,New Delhi",1080,27780,30000000,"5 BHK Independent House for sale in Shahdara, New Delhi",Mid sized Property,Mid Segment
4139,Property in  Vinod Nagar East,Independent House,2 BHK,2,No,New Delhi,"Block G, Vinod Nagar East,New Delhi",450,26670,12000000,"2 RK Independent House for sale in Vinod Nagar East, New Delhi",Small Property,Mid Segment
4140,Property in  Tri Nagar,Independent House,7 BHK,3,Yes,New Delhi,"Keshav Puram, Tri Nagar,New Delhi",1800,18050,32500000,"7 BHK Independent House for sale in Tri Nagar, New Delhi",Mid sized Property,Luxury Segment
4141,Property in Shastri Nagar,Flat,2 BHK,3,Yes,New Delhi,"MIG Flats,Shastri Nagar, New Delhi",1800,33330,60000000,"2 BHK Flat for sale in Shastri Nagar, New Delhi",Mid sized Property,Luxury Segment
4142,Property in  Najafgarh,Independent House,10 BHK,4,Yes,New Delhi,"Dharampura, Najafgarh,New Delhi",2700,4630,12500000,"10 BHK Independent House for sale in Najafgarh, New Delhi",Mid-Large sized Property,Mid Segment
4143,Property in  Tri Nagar,Independent House,6 BHK,4,Yes,New Delhi,"Onkar Nagar, Tri Nagar,New Delhi",3600,9030,32500000,"6 BHK Independent House for sale in Tri Nagar, New Delhi",Large Property,Luxury Segment
4144,Property in  Rajinder Nagar,Flat,2 BHK,3,No,New Delhi,"Part 1, Rajinder Nagar,New Delhi",900,18330,16500000,"2 BHK Flat for sale in Rajinder Nagar, New Delhi",Mid sized Property,Mid Segment
4145,Property in  Surajmal Vihar,Independent House,6 BHK,2,Yes,New Delhi,"Block C, Surajmal Vihar,New Delhi",3700,27030,100000000,"6 BHK Independent House for sale in Surajmal Vihar, New Delhi",Large Property,Luxury Segment
4146,Property in  Safdarjung Enclave,Flat,3 BHK,3,No,New Delhi,"B4 Block, Safdarjung Enclave,New Delhi",1010,15840,16000000,"3 BHK Flat for sale in Safdarjung Enclave, New Delhi",Mid sized Property,Mid Segment
4147,Property in  Sector 3 Rohini,Flat,3 BHK,3,Yes,New Delhi,"Sector 3B, Sector 3 Rohini,New Delhi",1050,9520,10000000,"3 BHK Flat for sale in Sector 3 Rohini, New Delhi",Mid sized Property,Mid Segment
4148,Property in  Preet Vihar,Independent House,6 BHK,4,Yes,New Delhi,"NIrman Vihar, Preet Vihar,New Delhi",2800,25890,72500000,"6 BHK Independent House for sale in Preet Vihar, New Delhi",Mid-Large sized Property,Luxury Segment
4149,Property in  Preet Vihar,Independent House,6 BHK,4,Yes,New Delhi,"NIrman Vihar, Preet Vihar,New Delhi",2800,26790,75000000,"6 BHK Independent House for sale in Preet Vihar, New Delhi",Mid-Large sized Property,Luxury Segment
4150,Property in  Palam,Independent House,8 BHK,4,Yes,New Delhi,"Mangalpuri I, Palam,New Delhi",2232,4930,11000000,"8 BHK Independent House for sale in Palam, New Delhi",Mid-Large sized Property,Mid Segment
4151,Property in  Mayur Vihar Phase 1,Flat,3 BHK,4,Yes,New Delhi,"Mayur Vihar Phase 1 Extension, Mayur Vihar Phase 1,New Delhi",2450,8980,22000000,"3 BHK Flat for sale in Mayur Vihar Phase 1, New Delhi",Mid-Large sized Property,Mid Segment
4152,Property in Krishna Nagar,Independent House,8 BHK,3,Yes,New Delhi,"Krishna Nagar, New Delhi",900,13890,12500000,"8 BHK Independent House for sale in Krishna Nagar, New Delhi",Mid sized Property,Mid Segment
4153,Property in  Najafgarh,Independent House,8 BHK,4,Yes,New Delhi,"Prem Nagar, Najafgarh,New Delhi",2120,8490,18000000,"8 BHK Independent House for sale in Najafgarh, New Delhi",Mid-Large sized Property,Mid Segment
4154,Property in Anand Parbat,Independent House,4 BHK,4,Yes,New Delhi,"Anand Parbat, New Delhi",2500,4000,10000000,"4 BHK Independent House for sale in Anand Parbat, New Delhi",Mid-Large sized Property,Mid Segment
4155,Property in  Palam,Independent House,9 BHK,3,Yes,New Delhi,"Mangalpuri I, Palam,New Delhi",1000,12500,12500000,"9 BHK Independent House for sale in Palam, New Delhi",Mid sized Property,Mid Segment
4156,Property in Sector 22 Rohini,Independent House,3 BHK,3,Yes,New Delhi,"Sector 22 Rohini, New Delhi",990,33330,33000000,"3 BHK Independent House for sale in Sector 22 Rohini, New Delhi",Mid sized Property,Luxury Segment
4157,Property in  Krishna Nagar,Independent House,10 BHK,5,Yes,New Delhi,"Block E, Krishna Nagar,New Delhi",2000,8500,17000000,"10 BHK Independent House for sale in Krishna Nagar, New Delhi",Mid sized Property,Mid Segment
4158,Property in  Kalkaji,Flat,9 BHK,4,Yes,New Delhi,"Block E, Kalkaji,New Delhi",2565,5070,13000000,"9 BHK Flat for sale in Kalkaji, New Delhi",Mid-Large sized Property,Mid Segment
4159,Property in Shalimar Bagh,Independent House,3 BHK,5,Yes,New Delhi,"Shalimar Bagh, New Delhi",5805,24120,140000000,"3 BHK Independent House for sale in Shalimar Bagh, New Delhi",Large Property,Luxury Segment
4160,Property in  Kirti Nagar,Flat,3 BHK,3,Yes,New Delhi,"DLF Capital Greens 1 and 2,DLE Industrial Area, Kirti Nagar,New Delhi",1600,18750,30000000,"3 BHK Flat for sale in Kirti Nagar, New Delhi",Mid sized Property,Mid Segment
4161,Property in  Tri Nagar,Independent House,4 BHK,3,No,New Delhi,"Keshav Puram, Tri Nagar,New Delhi",868,27650,24000000,"4 BHK Independent House for sale in Tri Nagar, New Delhi",Mid sized Property,Mid Segment
4162,Property in  Rajinder Nagar,Independent House,2 BHK,4,Yes,New Delhi,"Old Rajinder Nagar, Rajinder Nagar,New Delhi",2007,16940,34000000,"2 BHK Independent House for sale in Rajinder Nagar, New Delhi",Mid-Large sized Property,Luxury Segment
4163,Property in  Karol Bagh,Independent House,3 BHK,3,Yes,New Delhi,"Beadonpura, Karol Bagh,New Delhi",1800,6940,12500000,"3 BHK Independent House for sale in Karol Bagh, New Delhi",Mid sized Property,Mid Segment
4164,Property in Sector 14 Rohini,Independent House,2 BHK,2,No,New Delhi,"Sector 14 Rohini, New Delhi",754,15910,12000000,"2 BHK Independent House for sale in Sector 14 Rohini, New Delhi",Small Property,Mid Segment
4165,Property in  Naraina,Independent House,4 BHK,3,Yes,New Delhi,"Naraina Village, Naraina,New Delhi",1800,6940,12500000,"4 BHK Independent House for sale in Naraina, New Delhi",Mid sized Property,Mid Segment
4166,Property in Dhul Siras,Independent House,1 RK,2,Yes,New Delhi,"Dhul Siras, New Delhi",3500,11430,40000000,"1 BHK Independent House for sale in Dhul Siras, New Delhi",Mid-Large sized Property,Luxury Segment
4167,Property in  Sri Niwaspuri,Independent House,2 BHK,2,No,New Delhi,"Block G, Sri Niwaspuri,New Delhi",770,37010,28500000,"2 BHK Independent House for sale in Sri Niwaspuri, New Delhi",Small Property,Mid Segment
4168,Property in  Chhattarpur,Villa,5 BHK,6,Yes,New Delhi,"Rajpur Khurd Village, Chhattarpur,New Delhi",10000,12000,120000000,"5 BHK Villa for sale in Chhattarpur, New Delhi",Large Property,Luxury Segment
4169,Property in  Mayur Vihar Phase 3,Independent House,10 BHK,3,No,New Delhi,"Gharoli Dairy Farm, Mayur Vihar Phase 3,New Delhi",1180,11020,13000000,"10 BHK Independent House for sale in Mayur Vihar Phase 3, New Delhi",Mid sized Property,Mid Segment
4170,Property in Model Town,Flat,4 BHK,4,Yes,New Delhi,"Prassana apartment ,Model Town, New Delhi",2700,10190,27500000,"4 BHK Flat for sale in Model Town, New Delhi",Mid-Large sized Property,Mid Segment
4171,Property in  Burari,Independent House,7 BHK,3,Yes,New Delhi,"Hardev Nagar,Jharoda, Burari,New Delhi",1950,5130,10000000,"7 BHK Independent House for sale in Burari, New Delhi",Mid sized Property,Mid Segment
